6333;Ситников;Илья;Алексеевич;12.09.1980;470703367495;162-551-587-72;79 49 649511;79729124996;sitnikov500@gmail.com;8
6334;Кошелев;Василий;Маркович;22.04.1992;579743563599;126-255-346-64;31 35 136403;79958049849;koshelev570@gmail.com;17
6335;Васильев;Назар;Владимирович;16.11.1985;848649475892;180-949-795-92;21 19 364804;79709482830;vasilev537@bk.ru;29
6336;Лыткин;Макар;Денисович;02.05.1980;748908462338;191-346-646-29;64 56 426943;79422843336;lytkin320@list.ru;6
6337;Давыдов;Кирилл;Александрович;19.05.1992;163455603501;152-742-217-64;37 52 532334;79858661539;davydov131@list.ru;63
6338;Максимов;Назар;Гаврилович;03.02.1988;789680821875;194-695-752-25;93 25 256345;79848668647;maksimov505@list.ru;83
6339;Осипов;Федор;Геннадиевич;07.11.1985;284287393123;185-561-594-51;67 33 188213;79955576714;osipov109@list.ru;5
6340;Козлов;Антон;Павлович;28.03.1993;979076171898;121-862-306-17;63 36 404601;79716226461;kozlov334@bk.ru;48
6341;Кулаков;Александр;Савельевич;13.07.1983;156272891907;137-785-240-45;70 95 789612;79083927602;kulakov300@gmail.com;2
6342;Филатов;Василий;Филиппович;01.02.1999;125294513301;120-774-205-29;69 84 333024;79767214693;filatov689@ya.ru;15
6343;Орлов;Петр;Макарович;09.03.2000;735278432225;130-760-184-15;51 43 720541;79572097546;orlov674@list.ru;64
6344;Белозеров;Филипп;Ильич;19.12.1979;281700395608;128-778-194-25;70 48 908864;79265603478;belozerov576@ya.ru;12
6345;Крюков;Михаил;Ярославович;24.02.1991;606517599941;126-170-962-35;76 69 687770;79618246731;kryukov144@mail.ru;48
6346;Киселёв;Илья;Яковлевич;25.04.1986;759872753263;140-172-535-14;61 43 907627;79422934406;kiseljov311@list.ru;58
6347;Павлов;Дмитрий;Валериевич;17.02.1978;675309173930;141-241-815-66;63 70 823585;79023462906;pavlov263@gmail.com;35
6348;Панфилов;Родион;Степанович;20.06.1995;282268436045;152-406-858-55;47 42 172151;79485414921;panfilov765@mail.ru;83
6349;Горшков;Тимур;Михайлович;21.10.1988;513366668293;130-511-138-12;23 41 116939;79686815483;gorshkov173@gmail.com;31
6350;Крюков;Артур;Валериевич;11.07.1978;512604638959;156-622-811-77;28 23 376228;79592223947;kryukov686@mail.ru;79
6351;Тетерин;Денис;Алексеевич;13.05.1978;561884419162;147-414-177-13;63 92 793070;79753689708;teterin188@gmail.com;41
6352;Андреев;Борис;Антонович;22.08.1994;243803839219;182-764-180-25;95 29 812186;79012016559;andreev739@list.ru;47
6353;Третьяков;Роман;Богданович;27.05.1996;561395236555;171-438-668-30;31 60 274874;79857007632;tretyakov19@mail.ru;87
6354;Елисеев;Данил;Аркадьевич;29.12.1992;159204223251;160-453-701-65;67 47 247213;79812450188;eliseev547@list.ru;38
6355;Николаев;Юрий;Платонович;27.06.1979;741537261257;178-192-420-57;89 95 902108;79661824004;nikolaev493@list.ru;64
6356;Романов;Константин;Тимофеевич;12.07.1996;755275129642;164-711-169-27;32 58 305074;79926595071;romanov184@bk.ru;3
6357;Цветков;Мирон;Филиппович;30.11.1990;440404452236;145-574-190-58;54 17 245275;79236490052;tsvetkov24@mail.ru;67
6358;Селезнёв;Игнат;Павлович;17.01.1983;387660272977;189-773-848-93;80 59 242214;79327720574;seleznjov186@ya.ru;23
6359;Лебедев;Олег;Наумович;31.03.1982;283631775245;119-352-456-32;63 75 558357;79408189679;lebedev98@list.ru;32
6360;Степанов;Ринат;Алексеевич;20.08.1991;186507235643;188-699-614-26;81 44 458763;79119275027;stepanov651@list.ru;62
6361;Игнатьев;Иван;Ярославович;27.01.1986;890078958205;191-201-447-30;43 96 140961;79173632642;ignatev40@list.ru;35
6362;Суворов;Богдан;Гаврилович;22.09.1998;507196751552;120-169-179-49;65 83 278264;79624694277;suvorov684@gmail.com;17
6363;Кудряшов;Антон;Андреевич;23.05.1996;826708526878;173-689-840-69;87 17 270750;79514417199;kudryashov672@bk.ru;2
6364;Комаров;Степан;Данилович;31.03.1990;193563137798;141-225-720-53;90 71 900455;79755843356;komarov351@bk.ru;18
6365;Фёдоров;Кирилл;Глебович;30.05.1983;256243204486;122-503-433-54;80 55 148836;79167793251;fjodorov276@gmail.com;25
6366;Никонов;Павел;Константинович;27.06.1993;373084290888;168-371-215-21;79 95 172404;79067388359;nikonov629@gmail.com;18
6367;Родионов;Тихон;Ефимович;24.11.1982;895108413117;147-148-653-76;39 37 521163;79025806711;rodionov53@ya.ru;63
6368;Панов;Владимир;Егорович;18.06.1998;248622415853;160-280-844-68;85 59 466996;79944402558;panov573@list.ru;19
6369;Гущин;Олег;Ильич;22.04.1997;962693574497;144-518-701-93;46 25 616797;79534562141;guschin171@mail.ru;29
6370;Сысоев;Матвей;Макарович;30.05.1997;870244304685;151-405-538-91;57 36 733743;79957776874;sysoev580@list.ru;40
6371;Артемьев;Артур;Федорович;06.04.1991;171677973660;173-342-315-74;70 30 790886;79743300794;artemev350@list.ru;79
6372;Зуев;Егор;Афанасьевич;19.03.1988;159558903240;164-713-523-39;38 24 441084;79025967625;zuev157@gmail.com;10
6373;Афанасьев;Тихон;Емельянович;02.06.1999;811302904058;156-217-963-40;90 25 221689;79656837051;afanasev527@ya.ru;21
6374;Миронов;Александр;Родионович;07.02.1985;213043766716;158-461-561-56;90 44 440694;79775905833;mironov115@mail.ru;75
6375;Журавлёв;Константин;Филиппович;08.11.1989;116939841941;150-356-188-13;25 71 432613;79735049503;zhuravljov628@mail.ru;3
6376;Морозов;Юрий;Анатольевич;11.03.1983;276890556841;133-935-308-91;43 78 677178;79922078523;morozov320@bk.ru;38
6377;Суханов;Владислав;Вадимович;09.11.1979;138862189355;169-421-119-83;39 50 904503;79101710323;sukhanov161@mail.ru;19
6378;Соловьёв;Арсен;Корнеевич;20.01.1992;745445136189;147-841-720-43;65 51 415774;79156388308;solovjov682@list.ru;26
6379;Шашков;Всеволод;Филиппович;07.07.1993;384560305716;125-855-119-59;53 64 213552;79339503475;shashkov192@ya.ru;50
6380;Комаров;Игорь;Викторович;21.02.2000;302358192270;138-952-542-73;76 34 670419;79636493219;komarov81@ya.ru;60
6381;Жуков;Степан;Филиппович;19.11.1983;866697788087;174-769-526-66;71 77 938416;79125878292;zhukov378@bk.ru;25
6382;Титов;Игорь;Всеволодович;26.06.1978;685467701225;199-925-671-52;43 55 371585;79322996821;titov150@mail.ru;73
6383;Виноградов;Михаил;Константинович;14.06.1984;950986186214;199-695-263-34;38 93 868201;79873875773;vinogradov415@gmail.com;73
6384;Владимиров;Игорь;Маркович;08.07.1984;357606149311;159-149-929-69;50 92 643173;79777001646;vladimirov213@gmail.com;78
6385;Мартынов;Станислав;Корнеевич;22.09.1990;350070466601;188-564-798-64;65 68 658501;79226825729;martynov675@bk.ru;23
6386;Воронцов;Филипп;Робертович;11.11.1996;803594510380;146-589-514-51;61 54 864468;79139546796;vorontsov375@mail.ru;76
6387;Медведев;Святослав;Егорович;14.03.2000;686464934547;117-615-944-33;70 40 360797;79626603252;medvedev19@ya.ru;34
6388;Лебедев;Тимофей;Глебович;25.05.1994;437311877993;162-327-590-14;59 94 322747;79565856502;lebedev613@ya.ru;43
6389;Доронин;Руслан;Кириллович;01.04.1997;390015934714;189-869-448-15;71 22 235376;79477389814;doronin276@gmail.com;12
6390;Андреев;Глеб;Андреевич;01.07.1980;220327162935;138-227-141-25;78 72 863667;79293135469;andreev396@gmail.com;52
6391;Лихачёв;Олег;Данилович;17.09.2000;340748575203;127-566-681-58;56 51 175019;79981561825;likhachjov481@list.ru;53
6392;Гуляев;Мирон;Алексеевич;03.12.1981;943805578206;164-809-693-31;66 30 285960;79292501778;gulyaev96@list.ru;36
6393;Щербаков;Эмиль;Савельевич;10.09.1985;957677158981;151-752-944-88;87 88 725666;79587777899;scherbakov393@mail.ru;14
6394;Голубев;Владислав;Александрович;08.10.1978;143783951546;186-533-601-90;36 48 605463;79895033862;golubev602@gmail.com;25
6395;Кириллов;Николай;Степанович;24.08.1995;785213751380;119-226-809-48;82 33 904747;79455756855;kirillov271@mail.ru;79
6396;Федосеев;Эмиль;Платонович;11.09.1980;748590171884;115-306-167-16;23 17 631405;79085220945;fedoseev445@ya.ru;75
6397;Гордеев;Виталий;Назарович;01.11.1999;312785598293;191-960-440-33;37 22 506567;79774718507;gordeev479@ya.ru;19
6398;Молчанов;Данил;Львович;16.06.1992;810528229727;171-326-324-21;38 80 736374;79303327516;molchanov625@list.ru;7
6399;Ильин;Арсений;Емельянович;21.06.1981;940462902147;136-820-367-67;56 34 487536;79224413304;ilin354@gmail.com;67
6400;Князев;Игнат;Александрович;17.11.1990;846206776539;175-442-544-35;29 29 466460;79895182219;knyazev714@gmail.com;13
6401;Королёв;Артём;Савельевич;06.07.1982;126153721557;158-568-469-54;69 63 148690;79768962127;koroljov469@list.ru;12
6402;Фомичёв;Макар;Станиславович;04.01.1998;415293707406;141-772-947-45;23 56 953571;79216258112;fomichjov752@gmail.com;28
6403;Стрелков;Арсен;Данилович;05.01.1986;394546485751;188-861-136-67;91 40 413540;79597157213;strelkov554@list.ru;25
6404;Титов;Леонид;Маркович;03.02.1999;401161150122;133-745-312-93;26 78 883280;79813469808;titov112@ya.ru;59
6405;Копылов;Георгий;Эдуардович;11.08.1999;925654143806;163-380-934-77;54 33 298649;79852205051;kopylov351@mail.ru;31
6406;Богданов;Эдуард;Эдуардович;17.07.2000;655977224885;198-746-803-58;17 93 413862;79515306092;bogdanov81@bk.ru;72
6407;Орехов;Марат;Гаврилович;10.01.1997;463727325109;129-932-867-42;53 77 250793;79188085899;orekhov65@bk.ru;52
6408;Кузнецов;Егор;Робертович;23.03.1991;678553397032;173-415-299-18;30 89 926018;79323375356;kuznetsov350@mail.ru;45
6409;Филатов;Мирон;Викторович;24.11.1994;819609521144;198-275-182-38;60 95 853751;79955500452;filatov224@bk.ru;69
6410;Алексеев;Ринат;Валериевич;19.05.1988;191997550905;158-622-179-82;32 48 700127;79403625202;alekseev724@gmail.com;66
6411;Андреев;Игорь;Родионович;02.06.1996;271760960777;164-152-937-65;83 43 802153;79216438458;andreev287@ya.ru;24
6412;Никонов;Анатолий;Андреевич;30.07.1979;448831260438;131-555-708-40;17 68 686987;79823405785;nikonov365@gmail.com;67
6413;Панфилов;Данил;Ефимович;17.07.1989;501198894631;137-957-505-81;96 68 846937;79398076050;panfilov401@list.ru;25
6414;Уваров;Глеб;Ефимович;29.04.1981;624567227852;154-844-657-38;90 59 223892;79585500787;uvarov543@list.ru;63
6415;Фокин;Игнат;Ярославович;14.09.1990;734534557831;132-594-472-84;35 54 653894;79872311911;fokin478@list.ru;79
6416;Котов;Лев;Геннадиевич;22.12.1981;504611859146;116-641-407-74;66 40 170270;79959070697;kotov735@mail.ru;36
6417;Алексеев;Матвей;Семенович;23.01.1993;634516187031;181-848-404-60;35 51 251994;79732828937;alekseev286@bk.ru;21
6418;Филатов;Александр;Станиславович;23.12.1994;907838835490;174-940-462-24;79 17 444012;79933912106;filatov764@list.ru;65
6419;Белоусов;Леонид;Владимирович;08.08.1982;731199679369;176-122-815-14;58 97 785167;79035049268;belousov295@list.ru;31
6420;Лебедев;Данила;Ефимович;25.03.1996;749708727525;194-351-862-47;60 22 858113;79132030832;lebedev107@ya.ru;72
6421;Одинцов;Даниил;Тарасович;12.07.1983;719215116737;175-885-886-52;51 69 612735;79074810296;odintsov331@gmail.com;38
6422;Кудряшов;Юрий;Корнеевич;12.01.1985;953041285870;132-518-491-16;79 39 576635;79236181429;kudryashov48@bk.ru;51
6423;Тихонов;Тимур;Викторович;28.01.1989;812952455746;191-799-803-75;97 52 422929;79531903819;tikhonov225@mail.ru;76
6424;Ершов;Игнат;Станиславович;24.07.1981;232848330486;149-711-412-36;57 31 963214;79292409273;ershov653@list.ru;41
6425;Шубин;Денис;Геннадиевич;18.03.1992;435672377982;115-432-528-58;79 71 655919;79074487307;shubin385@list.ru;9
6426;Третьяков;Андрей;Наумович;25.01.1980;825669737033;172-520-425-33;23 81 446252;79649009732;tretyakov589@bk.ru;12
6427;Одинцов;Игорь;Кириллович;15.02.1979;193822813537;164-728-901-74;85 63 148562;79276505052;odintsov248@gmail.com;7
6428;Цветков;Егор;Денисович;04.12.1991;813105953524;140-689-873-82;59 68 255647;79086482375;tsvetkov434@mail.ru;9
6429;Макаров;Всеволод;Ильич;30.10.1980;580972624294;158-913-448-81;23 83 469665;79977353438;makarov669@ya.ru;72
6430;Наумов;Вадим;Иванович;27.09.1987;796821300098;118-885-581-30;41 45 288705;79283519674;naumov300@mail.ru;22
6431;Терентьев;Борис;Андреевич;19.04.1988;172221344441;191-596-383-80;73 94 168585;79186561253;terentev466@mail.ru;74
6432;Ильин;Евгений;Макарович;20.04.1987;361345216620;184-129-533-67;38 93 861564;79727877367;ilin13@gmail.com;35
6433;Лаврентьев;Лев;Григорьевич;30.06.1987;264699545143;176-383-488-62;87 59 470362;79883731843;lavrentev120@bk.ru;43
6434;Никифоров;Валерий;Родионович;21.08.2000;825270680178;137-830-788-58;93 74 412529;79778956616;nikiforov40@gmail.com;28
6435;Панфилов;Тимофей;Юрьевич;07.12.1979;708638405089;122-740-657-37;48 82 462784;79409140984;panfilov514@list.ru;12
6436;Гордеев;Артур;Макарович;26.11.1981;777268586850;129-428-251-59;44 69 781773;79581510184;gordeev341@bk.ru;53
6437;Маслов;Виталий;Алексеевич;04.05.1994;908734752864;116-325-458-64;26 32 768313;79882132013;maslov723@mail.ru;28
6438;Орехов;Вадим;Афанасьевич;10.03.1979;797319197788;163-617-859-30;92 75 821883;79744967683;orekhov429@ya.ru;24
6439;Овчинников;Роман;Валентинович;12.09.1994;420782790466;173-474-642-56;76 28 279015;79762718622;ovchinnikov386@list.ru;60
6440;Рожков;Богдан;Тарасович;23.08.1994;660894778429;182-959-830-38;42 55 880904;79076183289;rozhkov47@list.ru;49
6441;Денисов;Максим;Георгиевич;14.06.1987;445560521910;175-669-707-41;92 20 575940;79931516922;denisov116@ya.ru;3
6442;Шарапов;Артём;Вадимович;27.07.1997;893660565534;124-376-311-33;62 61 583862;79718612439;sharapov488@bk.ru;32
6443;Харитонов;Сергей;Александрович;30.07.1992;452922449172;178-890-709-59;22 65 639639;79147105279;kharitonov319@list.ru;3
6444;Овчинников;Василий;Давыдович;25.12.1984;614023917043;142-800-311-52;93 92 188624;79255211015;ovchinnikov233@ya.ru;13
6445;Осипов;Даниил;Дмитриевич;25.08.1999;230914247360;182-893-723-44;83 30 483109;79068298602;osipov72@list.ru;16
6446;Орлов;Тимур;Анатольевич;10.12.1983;424076788764;119-638-139-76;29 34 694948;79296040055;orlov140@ya.ru;33
6447;Иванов;Эмиль;Борисович;08.07.1987;610684292522;175-675-904-26;54 31 180027;79825412821;ivanov350@bk.ru;83
6448;Михеев;Павел;Николаевич;31.08.1989;540575595646;127-573-936-54;92 64 877240;79846093167;mikheev386@ya.ru;79
6449;Капустин;Лев;Савельевич;26.01.2000;938898152969;124-902-372-12;54 30 870967;79555427938;kapustin503@bk.ru;36
6450;Журавлёв;Георгий;Борисович;07.06.1994;789008335958;172-126-862-37;88 45 372739;79056361318;zhuravljov414@mail.ru;4
6451;Казаков;Владимир;Тарасович;22.05.1995;749437631817;192-828-477-86;91 72 879107;79683860819;kazakov48@gmail.com;9
6452;Кузьмин;Вячеслав;Денисович;07.11.1983;325299962019;158-828-822-47;21 22 381725;79579385119;kuzmin155@list.ru;18
6453;Филатов;Ринат;Станиславович;19.09.1988;195704852073;190-448-708-32;35 93 584624;79667778221;filatov666@mail.ru;77
6454;Сысоев;Анатолий;Валентинович;17.05.1990;608141866088;188-723-696-13;55 51 456915;79017168059;sysoev318@ya.ru;7
6455;Кузьмин;Сергей;Егорович;27.07.1978;893023503770;150-402-605-46;78 59 576897;79567075608;kuzmin767@gmail.com;39
6456;Журавлёв;Родион;Васильевич;21.09.1992;697672205969;139-232-758-62;64 65 207410;79471967573;zhuravljov95@ya.ru;57
6457;Гущин;Александр;Антонович;02.02.1995;573297821330;182-240-360-59;83 27 309976;79082829296;guschin414@list.ru;67
6458;Щербаков;Константин;Глебович;15.06.1987;574259321696;177-426-459-56;50 55 212627;79144200771;scherbakov245@list.ru;59
6459;Юдин;Антон;Родионович;25.12.1979;563865130535;157-289-122-64;40 65 719846;79273446998;yudin262@ya.ru;40
6460;Некрасов;Глеб;Феликсович;14.12.1992;820334740812;128-939-376-33;80 86 418829;79895540479;nekrasov711@gmail.com;73
6461;Мамонтов;Рамиль;Ярославович;02.06.1984;362024950617;176-419-415-92;36 51 494020;79356966304;mamontov498@bk.ru;52
6462;Артемьев;Тихон;Маркович;22.11.1985;197994474530;158-887-211-16;61 78 729834;79953596994;artemev392@gmail.com;55
6463;Кузьмин;Василий;Романович;27.03.1985;187621609926;146-664-893-15;74 96 889625;79313379101;kuzmin589@ya.ru;28
6464;Русаков;Даниил;Львович;05.12.1979;538946892370;176-221-236-80;82 33 480290;79693402365;rusakov158@gmail.com;42
6465;Лукин;Руслан;Сергеевич;05.11.2000;387803149274;123-346-819-64;82 66 154357;79749482063;lukin443@list.ru;21
6466;Карпов;Андрей;Григорьевич;25.04.1981;344330287985;148-951-271-61;95 26 852094;79512725463;karpov507@bk.ru;51
6467;Пономарёв;Тимур;Витальевич;07.08.1987;796918473125;161-932-528-21;49 25 299880;79744524874;ponomarjov168@list.ru;37
6468;Блохин;Родион;Дмитриевич;17.04.2000;122652833052;188-819-793-53;92 75 389377;79666488566;blokhin57@mail.ru;78
6469;Владимиров;Григорий;Антонович;26.04.1990;828767476005;198-424-812-89;49 80 824221;79489021917;vladimirov93@mail.ru;47
6470;Кононов;Сергей;Эдуардович;08.01.1991;185946499336;148-876-188-33;27 34 642145;79946918554;kononov654@bk.ru;51
6471;Назаров;Тимофей;Платонович;23.06.1999;804883306624;130-294-638-50;39 58 456819;79483553398;nazarov236@bk.ru;86
6472;Сысоев;Константин;Филиппович;20.10.1991;722398476280;164-664-790-87;48 19 491245;79844645350;sysoev158@list.ru;13
6473;Бирюков;Филипп;Владимирович;08.03.1994;537019825439;134-739-655-12;48 85 758261;79737958697;biryukov69@list.ru;34
6474;Ковалёв;Арсений;Федорович;02.11.1996;603416458071;121-330-146-58;91 89 191092;79362408477;kovaljov344@ya.ru;72
6475;Крюков;Михаил;Степанович;10.11.1988;231138649502;154-862-237-26;96 25 473693;79139161156;kryukov109@gmail.com;22
6476;Селиверстов;Святослав;Георгиевич;17.06.1991;294489321403;185-652-771-18;50 45 551039;79792389603;seliverstov430@mail.ru;36
6477;Мельников;Василий;Константинович;02.09.1998;293930958902;180-415-789-60;71 63 532275;79861369341;melnikov698@mail.ru;41
6478;Лобанов;Андрей;Владимирович;19.10.1987;212538928995;132-849-599-41;39 48 198906;79537191452;lobanov345@bk.ru;72
6479;Кулагин;Эмиль;Александрович;04.08.2000;810550243280;154-859-338-80;35 80 201725;79022541727;kulagin708@list.ru;24
6480;Коновалов;Кирилл;Арсеньевич;30.12.1978;851358199507;186-865-826-89;52 22 586709;79623536293;konovalov408@bk.ru;89
6481;Буров;Андрей;Емельянович;07.02.1983;882615378975;192-530-546-38;20 43 886614;79448022274;burov20@ya.ru;17
6482;Шашков;Тимур;Борисович;08.05.1995;874889764166;185-276-930-62;50 67 278927;79033168253;shashkov112@ya.ru;27
6483;Белозеров;Макар;Романович;24.12.1981;962965431616;172-525-211-22;85 77 139837;79388828583;belozerov246@gmail.com;79
6484;Субботин;Николай;Филиппович;04.08.1994;368927661451;194-192-225-81;45 28 936556;79015981373;subbotin722@ya.ru;44
6485;Ильин;Мирослав;Иванович;17.10.1982;459163256604;183-466-123-13;58 50 122021;79751749588;ilin643@mail.ru;86
6486;Гущин;Макар;Валериевич;09.09.1997;516443204769;121-827-274-84;36 69 924902;79442548287;guschin231@bk.ru;4
6487;Мясников;Владислав;Родионович;21.01.2000;850906502761;131-830-309-69;20 17 451663;79244372331;myasnikov732@gmail.com;29
6488;Виноградов;Владимир;Тимофеевич;03.01.1995;514394164532;175-556-458-15;34 87 708656;79445077988;vinogradov102@list.ru;71
6489;Гришин;Марат;Матвеевич;12.03.1978;328104795894;181-526-502-81;34 86 400493;79199462145;grishin60@mail.ru;34
6490;Горшков;Святослав;Давыдович;12.04.1990;812858428481;178-349-395-36;28 37 772897;79205054899;gorshkov39@ya.ru;3
6491;Овчинников;Рамиль;Феликсович;26.11.1995;588970379544;117-251-478-60;86 49 888369;79134539019;ovchinnikov408@bk.ru;58
6492;Устинов;Александр;Игоревич;17.12.1984;505933887852;155-183-373-27;95 97 233424;79627519962;ustinov61@bk.ru;51
6493;Калинин;Даниил;Афанасьевич;14.11.1994;356041386893;146-895-771-21;30 61 803564;79089110572;kalinin717@gmail.com;14
6494;Пахомов;Вячеслав;Ефимович;13.02.1982;778409811447;157-647-769-57;27 18 605564;79602034374;pakhomov114@list.ru;22
6495;Шубин;Сергей;Корнеевич;27.01.1982;814272364687;121-957-601-45;57 55 197858;79785589628;shubin259@bk.ru;60
6496;Кириллов;Егор;Платонович;26.02.1991;428248808664;145-402-647-44;36 68 711287;79443415354;kirillov167@gmail.com;66
6497;Буров;Сергей;Борисович;17.11.1981;709365354642;160-208-746-75;25 70 430956;79292215450;burov639@mail.ru;25
6498;Анисимов;Владислав;Павлович;30.04.1998;116637172849;154-531-362-33;56 31 463302;79055776454;anisimov464@mail.ru;19
6499;Панов;Назар;Николаевич;27.02.1999;699722263124;134-887-465-56;17 93 708159;79487780463;panov321@ya.ru;27
6500;Герасимов;Дмитрий;Родионович;25.04.1998;211172525480;197-839-750-80;36 36 551535;79358072156;gerasimov776@list.ru;83
6501;Кошелев;Эмиль;Валентинович;29.07.1995;244749591480;128-902-527-87;93 93 625512;79946454659;koshelev136@list.ru;59
6502;Александров;Матвей;Глебович;16.03.1981;410355768259;143-179-527-62;41 86 201618;79778648191;aleksandrov247@bk.ru;25
6503;Бирюков;Георгий;Борисович;26.12.1980;971937437536;134-524-759-52;22 78 588885;79487147973;biryukov220@ya.ru;32
6504;Гордеев;Виталий;Семенович;23.08.1990;631220297602;145-470-126-32;51 47 254743;79948162950;gordeev324@ya.ru;66
6505;Одинцов;Федор;Богданович;16.06.1999;731356460594;163-271-395-54;26 29 758193;79294965534;odintsov548@gmail.com;2
6506;Субботин;Богдан;Тимофеевич;24.08.1978;839002641137;116-254-507-28;51 40 620055;79886556580;subbotin485@list.ru;19
6507;Исаев;Тимофей;Витальевич;06.11.1996;345929339722;154-562-428-60;37 31 836730;79664596713;isaev523@mail.ru;68
6508;Стрелков;Борис;Георгиевич;02.10.1993;302628916427;126-903-487-63;43 17 153685;79921591042;strelkov479@ya.ru;13
6509;Красильников;Арсен;Вячеславович;03.04.1983;655915183761;159-692-958-35;69 27 790644;79512283180;krasilnikov123@list.ru;14
6510;Ковалёв;Роман;Филиппович;23.04.1998;400484453376;156-643-938-75;95 79 158024;79108015243;kovaljov252@ya.ru;76
6511;Яковлев;Григорий;Афанасьевич;04.07.2000;324413314379;189-876-254-77;40 62 455518;79095737475;yakovlev290@ya.ru;52
6512;Журавлёв;Никита;Савельевич;03.10.1989;519374620012;125-673-907-30;53 59 610819;79543019633;zhuravljov591@gmail.com;45
6513;Гришин;Сергей;Семенович;26.09.1987;627556790345;175-125-395-41;47 35 185927;79971621832;grishin188@bk.ru;61
6514;Авдеев;Максим;Афанасьевич;19.01.1982;475144194623;119-415-140-57;47 26 675567;79282562481;avdeev582@list.ru;10
6515;Крюков;Юрий;Павлович;02.06.1990;765580727684;155-274-928-27;72 36 279371;79725151576;kryukov181@gmail.com;48
6516;Попов;Данила;Платонович;19.06.1980;363845292316;121-707-952-52;68 68 927543;79163036434;popov134@mail.ru;61
6517;Силин;Виталий;Федорович;18.02.1999;171859917399;124-682-847-88;88 61 513814;79296817566;silin296@gmail.com;7
6518;Осипов;Макар;Давыдович;04.06.1993;582558458251;151-450-788-71;43 70 520710;79117462166;osipov215@mail.ru;63
6519;Сергеев;Филипп;Геннадиевич;28.06.1997;438364134614;182-124-133-49;61 70 158598;79862790277;sergeev84@list.ru;19
6520;Кириллов;Борис;Феликсович;31.07.1984;312013811322;135-229-816-25;31 22 817549;79226247980;kirillov581@list.ru;87
6521;Матвеев;Павел;Васильевич;17.12.1981;562199317522;155-232-368-65;57 34 335474;79572090009;matveev147@ya.ru;69
6522;Гущин;Никита;Георгиевич;16.10.1985;171311298844;166-197-604-21;94 52 453601;79662558497;guschin463@ya.ru;19
6523;Соколов;Николай;Романович;09.04.1986;393016920432;136-834-167-32;62 39 956756;79799269334;sokolov611@ya.ru;77
6524;Кириллов;Эдуард;Геннадиевич;16.09.1986;713929542242;188-387-621-88;49 61 381616;79544489943;kirillov45@gmail.com;86
6525;Наумов;Леонид;Артемович;16.06.1981;419133353679;179-909-871-38;84 87 304446;79095775436;naumov574@mail.ru;27
6526;Зуев;Кирилл;Васильевич;25.01.1987;737110727967;179-823-485-47;32 51 121551;79906431611;zuev19@gmail.com;42
6527;Юдин;Валерий;Кириллович;15.12.1998;845182421881;156-573-607-69;47 48 400158;79052995886;yudin461@bk.ru;30
6528;Осипов;Георгий;Филиппович;08.12.1983;181505521895;157-857-876-66;58 85 964825;79508409454;osipov198@bk.ru;50
6529;Киселёв;Эмиль;Феликсович;14.06.1990;499845858556;180-608-471-30;90 53 466648;79086168091;kiseljov751@mail.ru;3
6530;Беспалов;Борис;Степанович;17.08.1987;391661707414;183-186-664-60;41 21 291702;79567041679;bespalov47@list.ru;67
6531;Кошелев;Алексей;Васильевич;21.09.1978;908785810997;157-613-351-62;33 76 787664;79511333753;koshelev645@list.ru;21
6532;Маслов;Арсений;Павлович;22.09.1996;202594531182;198-948-439-93;79 60 666767;79432854916;maslov286@mail.ru;58
6533;Лаврентьев;Иван;Анатольевич;10.11.1984;355766176181;150-476-392-70;83 97 205802;79145146499;lavrentev347@bk.ru;77
6534;Баранов;Михаил;Петрович;04.01.1990;417584721594;122-367-431-47;24 74 364806;79978935468;baranov167@list.ru;37
6535;Беляков;Ростислав;Тарасович;09.08.1986;288475971129;121-342-170-30;46 47 862405;79901917454;belyakov488@list.ru;21
6536;Белов;Степан;Олегович;08.05.1986;307664230984;161-588-552-16;64 79 904362;79846542391;belov747@bk.ru;74
6537;Костин;Вячеслав;Петрович;08.12.1984;370704237312;197-945-546-63;85 88 300368;79643071219;kostin91@gmail.com;72
6538;Степанов;Мирон;Григорьевич;01.08.1987;479054845526;170-676-627-23;73 54 216023;79766868161;stepanov584@bk.ru;27
6539;Михеев;Никита;Савельевич;15.01.1978;500849422840;145-807-115-76;97 67 357811;79224156689;mikheev344@gmail.com;15
6540;Одинцов;Назар;Денисович;29.01.1995;390327915545;195-148-664-68;50 75 527058;79128265540;odintsov326@gmail.com;36
6541;Кондратьев;Ринат;Глебович;01.11.1986;978142465443;140-381-126-63;35 27 929645;79515269271;kondratev326@bk.ru;53
6542;Носов;Олег;Валериевич;01.02.1979;272363954326;194-866-206-83;55 24 234556;79812064995;nosov740@bk.ru;30
6543;Колесников;Леонид;Савельевич;29.11.1984;239864505274;145-262-464-54;23 89 275800;79446524136;kolesnikov52@ya.ru;3
6544;Калашников;Ринат;Александрович;21.04.1998;449852232184;190-654-697-13;71 47 380981;79928981567;kalashnikov555@gmail.com;48
6545;Ефремов;Всеволод;Платонович;25.08.1992;870999923562;193-507-221-31;31 81 791928;79266415525;efremov528@list.ru;37
6546;Маслов;Владислав;Макарович;12.04.1991;581074419140;161-631-710-14;53 34 510410;79815893662;maslov375@list.ru;51
6547;Муравьёв;Владислав;Сергеевич;25.05.1983;493953803342;155-915-860-15;83 57 277131;79657416640;muravjov768@mail.ru;58
